Input,Output,Id
These issues make me question the validity as well as the originality of the arguments presented.,Confirmed,rken2bFEcS
Your motivation is quite weak.,Maybe,JBrSzRyHul
No methodical tricks are presented.,Not concerning,JBrSzRyHul
"The theoretical components of the paper were largely poorly written, involving typos, inconsistencies, poorly motivated definitions, several forward references, etc. which made reading and reviewing quite challenging.",Maybe,244u53IS73s
The rest of the plots in section 6 onwards have a fundamentally broken empirical methodology that renders the results largely uninterpretable.,Maybe,244u53IS73s
The overall contribution of this paper is rather limited.,Not concerning,0Yh3a-x0E3R
I think the paper is not yet ready for publication.,Not concerning,0Yh3a-x0E3R
"The subjective tests along with their  statistical analyses are well conducted. However, with a proprietary dataset and a lack of detail about its content, this research is difficult to be reproduced and the scientific impact of this paper is therefore limited.",Not concerning,sh8fKXla_T
"While the approach is very simple, the experiments looked promising.",Not concerning,rkeFendXqE
No related work but I think this is fine for a workshop paper.,Not concerning,XAwNWA8DefW
This claim is false.,Not concerning,HJlAnKJCKB
"Because of the overly bold claims with insufficient clarity and justification, I recommend that this paper be rejected.",Not concerning,HJlAnKJCKB
Much of the evidence corroborating the principal claims of the submission appears to be missing.,Not concerning,Hkgb3hJ53X
This is also not remedied in the experimental evaluation as almost no benchmarking to the established state of the art is performed.,Not concerning,Hkgb3hJ53X
The evaluation itself is mainly qualitative and does not serve to convince the reader that the approach offered here is beneficial.,Not concerning,Hkgb3hJ53X
As it stands I can not recommend publication.,Not concerning,Hkgb3hJ53X
The paper structure is strange. I recommend to read some published proceedings to try to make this paper more clearly.,Not concerning,GrpHofCjiuF
"The theory is not reasonable. In other word, you just tell me you do it like this but not why it’s reasonable.",Not concerning,GrpHofCjiuF
"Actually, I don’t think ADAM#SGD will be better than ADAM.",Not concerning,GrpHofCjiuF
This is why? I’m confused.,Not concerning,GrpHofCjiuF
"In my view, this method is more like a SGD with multiplying a large const to its gradient.",Not concerning,GrpHofCjiuF
The results shown in tables are not strong enough.,Not concerning,GrpHofCjiuF
"In my opinion, the approach taken in this work does not constitute a major methodological advancement; the VLB authors derive is a relatively straight-forward extension of VAE's lower bound.",Not concerning,rkl2hXp627
"Hence, such an example is meaningless.",Maybe,z93CzEQa0S4
The motivating example in Fig 1 is invalid because of both lack of details and the design itself.,Not concerning,z93CzEQa0S4
"If not, the comparison is unfair and pointless.",Maybe,z93CzEQa0S4
The theoretical result is not rigorous.,Not concerning,z93CzEQa0S4
How can a theorem be informal? Would you please provide a clear answer?,Not concerning,z93CzEQa0S4
"And, such an assumption is counter-intuitive.",Not concerning,z93CzEQa0S4
"Second, it is hard to believe an algorithm that needs so many approximations can work well.",Not concerning,z93CzEQa0S4
The algorithm should be very fragile.,Not concerning,z93CzEQa0S4
The variance is too high to distinguish different algorithms.,Not concerning,z93CzEQa0S4
"Overall, the idea is promising, but the empirical results are not strong enough to warrant a strong commendation.",Not concerning,BygFOVRG5E
"Other than that, I find the presentation of key results not very clear.",Not concerning,uQE0juyC5gB
The paper is only 4.5 pages,Missed Maybe,bV13DskJMfC
"First, the authors did not explain or investigate many decisions in their model design.",Missed by Model,bV13DskJMfC
Then the experiments are flawed.,Confirmed,bV13DskJMfC
"First of all, this should not be called a CNV detector because it is in fact a breakpoint detector",Maybe,bV13DskJMfC
The paper is very poorly written,Confirmed,r1gjKT42Kr
Incomplete approach description: Quite a few components of the approach are not explained (or even discussed),Not concerning,r1gjKT42Kr
Poor experiments: Experiments are not well chosen to reflect the premise and claims of the paper,Not concerning,r1gjKT42Kr
The related work section is just a dump of citations without giving any context,Confirmed,r1gjKT42Kr
The background section is very minimal and lacks any details necessary,Not concerning,r1gjKT42Kr
All the figures in this paper could use a lot of improvement,Not concerning,r1gjKT42Kr
The setup of making the ant's legs smaller or body heavier seems very artificial,Not concerning,r1gjKT42Kr
I doubt the scientific contribution of this paper is significant.,Not concerning,SyYO2aIlG
lack of ablation study w/wo KD loss.,Not concerning,UQSSKzD45jG
The model was initialized from a pre-trained model but compared with the models training from scratch.,Not concerning,UQSSKzD45jG
"Unfortunately, no analysis of explanation of this fact is presented.",Not concerning,Sye52SE_FN
"The description of the method is quite comprehensive, but at times vague and lacking some details.",Not concerning,Sye52SE_FN
"The experiments provide interesting results, but are not as complete as they could be.",Not concerning,Sye52SE_FN
"Finally, the transfer learning results (as mentioned above), pose a significant problem with respect to the utility of the proposed algorithm.",Not concerning,Sye52SE_FN
Why is this interesting? Why could this be the case? Is there a similarity in label assignment as well? I suggest the authors finish this train of though.,Not concerning,Sye52SE_FN
"The solution presented appears interesting, especially the one to tackle into account the memory management issue (long-term science campaigns problems and uncertainty on observations' outcomes are let's say more ""standard"" issues).",Not concerning,SyxZXAkCiE
"Unfortunately, this paper is not a good contribution at the moment, as the work, although potentially interesting, is somewhat incremental and poorly presented.",Not concerning,ryePM53AFB
"Although I did not have time to check all the proofs, they should be treated with more care.",Not concerning,ryePM53AFB
I strongly suggest the authors to ask a native English speaker to proofread the manuscript.,Confirmed,1cb0a9IKEyE
"In addition, the combination is done in a careless manner.",Confirmed,rybCT6Olf
This suggests that the paper fails to see the connection and blindly put the two things together.,Not concerning,rybCT6Olf
"Due to the shortage of results, the credibility of the paper is damaged.",Not concerning,rybCT6Olf
It is unfortunately that the paper fails to refer to this closely related prior work.,Not concerning,rybCT6Olf
I felt it is little hard to read this paper.,Not concerning,H1g9GJoN37
It is somewhat an incremental contribution.,Not concerning,br9mnAMaZb
"In the end, the method of the paper tends to 'degrade' to designing a better sampling based on point query frequency, which is unfortunately considered as an incremental contribution.",Not concerning,br9mnAMaZb
"Therefore, the reviewer tends to give a borderline rejection given its current version as the work seems to be still an on-going work that remains to explore the training with BCD.",Not concerning,br9mnAMaZb
"Due to missing information, it is, however, hard to interpret the results besides the obvious gain in motion estimation and prediction accuracy.",Not concerning,8CY4JCWtr
I'm not sure if I understand Figure 8 in the Appendix. Why does the blue line performance drop (even slightly) in the first phase if we only train the critic? Shouldn't it stay exactly the same if the actor does not change?,Not concerning,D_WOSzPOBe
We think that the paper is not of enough quality to be accepted in ICLR.,Not concerning,HJx9csHQ5H
Experiments are poor and not convincing.,Not concerning,HJx9csHQ5H
"It is pretty pretentious to say that ""this is the first work that introduces a spectral method for learning ultra-sparse (tree-like) graphs from data"", while not comparing to the state of the art.",Confirmed,HJx9csHQ5H
"It is not clear how the authors get such results; It looks like something is wrong in experiments, or they are cherrypicking.",Maybe,HJx9csHQ5H
So the only contribution is to put the various pieces together to implement MNIST training and benchmarking the time taken with some previous publications.,Not concerning,MeEBu3Tt4zT
the lack of any pretense of originality makes the paper unsuitable for publication.,Confirmed,MeEBu3Tt4zT
"Unfortunately, the paper does not even attempt to analyze why the proposed implementation works faster, what are the bottlenecks, and what are the avenues for improvement.",Maybe,MeEBu3Tt4zT
The contributions in this work are not quite promising.,Not concerning,WEdl0dkAmP
Thus Theorem2 can be not be considered as the contribution of this work.,Not concerning,WEdl0dkAmP
Another drawback is that experiment in this work is very weak.,Confirmed,WEdl0dkAmP
There are only three dataset tested in this work. It's not quite convincing.,Not concerning,WEdl0dkAmP
"I cannot recognize the merits of this work compared with previous papers, such as: Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport.",Not concerning,WEdl0dkAmP
The presentation should be improved.,Not concerning,5raflgxMmIm
Coould the authors comment on that?,Not concerning,5raflgxMmIm
"The authors did not provide any responses, so I decreased the scores.",Not concerning,5raflgxMmIm
"Not to be too glib, but I should hope so!",Not concerning,dii89aXe-V7
"Except for a few typos, there are no remarks to be made.",Not concerning,aLcUnnu4VGQ
The motivation of this work is problematic or unconvincing.,Not concerning,fdNBTmdwM_
The contribution of this paper is also marginal.,Not concerning,fdNBTmdwM_
The evaluation is rather flawed.,Not concerning,fdNBTmdwM_
The writing and presentation also need improvement.,Not concerning,fdNBTmdwM_
"Unfortunately the paper's notationleaves something to be desired, as it fails to concretely define the metric.",Not concerning,Hye-MhpZT7
"The MaxConfidence attack is not very well described, in my opinion.",Not concerning,Hye-MhpZT7
"However the authors do not explain their attack very well, their definition of the performance metric is not sufficiently formal, and their evaluation methodology is weak.",Not concerning,Hye-MhpZT7
"Since evaluation methodology is the central point of the paper, this is a serious weaknes.",Not concerning,Hye-MhpZT7
"Finally, there doesn't seem to be a lot of connection with the conference's topic.",Not concerning,Hye-MhpZT7
"Unfortunately, beyond rather obvious approximation results, the paper does not get major mileage out of this idea.",Maybe,SJ2P_-YgG
"Unfortunately, this was not done. I suspect that in this case, the results would be very similar.",Not concerning,SJ2P_-YgG
I would suspect that this method is not superior to this simpler baseline.,Not concerning,ryht5AYlM
"Unfortunately, I think it lacks a strong selling point as most of the proposed insights are not novel enough.",Not concerning,m_syxD6G3u9
Im not sure the current model could capture this.,Not concerning,BNxxvrMexGc
I believe the method can not necessarily disentangle correlations in the data.,Not concerning,BNxxvrMexGc
"It is unclear how a small sample size, such as the one used for all the cities, can be utilized to derive the confidence interval and make any valid claims.",Maybe,OLCYPVZAmhN
You simply assume what you want in order to achieve the convergence result.,Not concerning,H1gGrehCOr
I think the paper still needs lots of work to be ready. Theoretical result is not strong and the numerical experiments are not convincing.,Not concerning,H1gGrehCOr
I do not support the publication for this paper at the current state.,Not concerning,H1gGrehCOr
This reasoning makes little sense with little logic.,Not concerning,KRD0zkNQEmJ
"In conclusion, the proposed theory makes little sense and is also over-claimed. The whole study is neither theoretical nor logical.",Maybe,KRD0zkNQEmJ
"In general, the presentation of this paper is poor.",Maybe,KRD0zkNQEmJ
"However, in this paper, the author fails to clearly justify why the proposed parametric loss $w$ can effectively solve this problem.",Not concerning,DGzYVuzXJb
The selected Taylor Polynomial representation is wired and lacks motivation.,Not concerning,DGzYVuzXJb
The experimental settings in the single DG are also wired.,Not concerning,DGzYVuzXJb
Therefore I am a bit doubtful about the proposed method...,Not concerning,DGzYVuzXJb
But this work seems somewhat preliminary.,Not concerning,8zXCZjK1rZ7
But I am not persuaded that this work solves the architecture search problems in any meaningful way.,Not concerning,8zXCZjK1rZ7
The authors breaks away from the end-to-end paradigm in previous KD methods and provides empirical evidence to reveal feasibility and effectiveness of ND.,Not concerning,e65ePnScK6N
"The authors mention that the work seeks to overcome the limitations of training very deep networks. However, the ResNet50 (the deepest model in experiments) is not deep enough. Usually, it is easy to converge.",Not concerning,e65ePnScK6N
I am currently leaning towards a slightly negative score but would like to see the authors' responses and other reviewer's comments.,Not concerning,e65ePnScK6N
"For the practical problem of 3D shape modeling, could compare to other representations e.g. Surface Networks: http://openaccess.thecvf.com/content_cvpr_2018/papers/Kostrikov_Surface_Networks_CVPR_2018_paper.pdf",Not concerning,rkl9XBCfcN
"Unfortunately, I cannot honestly change my general opinion about the acceptance of the paper.",Not concerning,xxBo_y5ncg
"The observations about the distribution depend on the distribution of the original problem. As shown in many combinatorial domains, algorithms tend to have strengths and weaknesses depending on the domain.",Not concerning,xxBo_y5ncg
This general statement is at odds with the idea of heavy right tail.,Not concerning,xxBo_y5ncg
"The paper is an interesting pilot work and makes some useful contributions, but not necessarily in the target area of the LLD 2019 Workshop.",Not concerning,BklMqjW_F4
It seems unlikely that out of 500 randomly sampled tweets exactly 50.0% were positive and negative.,Not concerning,BklMqjW_F4
The findings from Section 2 may not be surprising enough to warrant two full pages.,Not concerning,H1exfgYCYB
"I vote to ""weak reject"" this paper. The paper discusses interesting ideas, but other ICLR submissions present deeper and more novel material, and there appears to be some (unintentional, I believe) overlap with already-published work.",Not concerning,H1exfgYCYB
This process would have selection bias and surface data sets on which CPNA outperforms.,Not concerning,H1exfgYCYB
The novelty of the semantically-adaptive upsampling is limited.,Not concerning,0aRleGLPEHb
The visual results do not seem to be significantly better than previous methods.,Not concerning,0aRleGLPEHb
"Since the authors did not provide feedback to our reviews, I would change my score from 5 to 4.",Not concerning,0aRleGLPEHb
The contributions does not seem to be very strong.,Not concerning,tAtpqJuUTwg
The improvement with respect to the Differentially Private seems to be minor over the previous work.,Not concerning,tAtpqJuUTwg
"The paper is well written over all, but it is lacking details about the planning model.",Not concerning,BygnDHKBsE
"Some of the novelty of the IDM design may be slightly overstated, in that prior work such as VPT (Baker et al. 2022), also use multi-transition models.",Not concerning,4_XlO29Ch6s
"As is, the two contributions stated in the introduction are both obvious and not particularly significant",Not concerning,ryxyH98XYr
"Overall, I find it very difficult to absorb the huge amount of results and find the analysis not well presented.",Not concerning,ryxyH98XYr
the paper itself is a strong rejection.,Not concerning,r1ehpIDThX
"Technically however I take issue with the framing of previous work in the last paragraph of the ""Deep neural nets"" subsection of Section 2.",Not concerning,r1ehpIDThX
"In general the paper does a poor job of distinguishing between the Shwartz-Ziv & Tishby paper and the rest, but this is a distinction that should be maintained.",Not concerning,r1ehpIDThX
Here too the paper falls flat.,Confirmed,r1ehpIDThX
"The experiments are extremely lacking, not only are any of their cited alternatives compared, they don't compare to what would be an equivalent network to their but where they did utilize the noise at every layer and actually made the network stochastic.",Maybe,r1ehpIDThX
Their reported numbers are not very impressive with their top MNIST number at 98.09 and their baseline at 97.73.,Not concerning,r1ehpIDThX
Just plugging in the Discriminator for the objective (equation (7)) is flawed.,Not concerning,r1ehpIDThX
"The main method (iterative decoding) is described after spending much space on describing datasets, which is somewhat inconvenient for  readers.",Not concerning,BImZlrLdOIb
"According to my understanding, iterative decoding will significantly increases the computational costs (roughly x number of intermediate steps). This could be a significant drawback but is not mentioned in the paper.",Not concerning,BImZlrLdOIb
"As shown in the CFQ dataset, the proposed only works in cases where intermediate steps can be clearly defined. However, in most cases it is not the case, therefore is unclear whether the proposed method can generalize to many tasks. Therefore the application of the method can be quite limited.",Not concerning,BImZlrLdOIb
"Firstly, the writing is too verbose and vague without clarifying the details and there are too many references to Laflaquiere et al.",Not concerning,r1xp--ns2m
"Despite it being a very interesting topic, due to theoretical concerns outlined above, I cannot recommend the paper for acceptance.",Not concerning,r1xp--ns2m
This seems to indicate that ReNode doesn't really address imbalance much better than other proposed approaches (e.g. consider Table 3).,Not concerning,qtP-eFDf87S
"but quite frankly, I don't know if I believe this -- GAT (as the most parameterized model) is much more capable of overfitting.",Not concerning,qtP-eFDf87S
so the onus is on ReNode to show that its unique.,Not concerning,qtP-eFDf87S
So i was wondering whether reported uncertainty methods were well-calibrated on a validation set or not.,Not concerning,8q0mVZKVyt7
"It would have been better if the methods were well-calibrated first before running the evaluation, or at least the authors have discussed this point in this discussion and conclusion.",Not concerning,8q0mVZKVyt7
"One of the concluding remarks that I was hoping to see is the need of novel techniques and tools that measure the labels uncertainty, similar to the work of Tomczack et al. [2].",Not concerning,8q0mVZKVyt7
The only downside is that the paper does not compare or provide any detail of how their method relates to hierarchical Bayesian models such as LDA that also capture global level correlational statistics in categorical data.,Not concerning,SkeYRMmW54
"(1) Contribution is insufficient, or perhaps not well-highlighted.",Not concerning,HJlClhzCtS
"But despite the ugly math, the results seem to be equivalent to a heuristically-shrunk alpha_t for AdaBoost.",Maybe,HJlClhzCtS
(4) Writing needs improvement. Many of the parts contains unnecessarily ugly math notations without motivation.,Maybe,HJlClhzCtS
"Hence, I have to reject this paper, due to the duplicate submission.",Not concerning,4HncdD-lsNg
The novelty and technical contribution is low.,Not concerning,SknKUAteG
"Examples don't feel like full-fledged machine learning examples, where you  tune your learning algorithm on the validation set, as well as the example weights (their approach).",Not concerning,Byg37fo2hm
I think not discussing or investigating this makes the examples feel a little bit more like toys.,Confirmed,Byg37fo2hm
"This seems just part of the ""no hyperparameter tuning"" setting of the paper.",Not concerning,Byg37fo2hm
The novelty of this paper should be justified better.,Not concerning,C8TUrdt2Kt
"The authors just utilize an existing optimization framework ADMM to relax nonconvex problems into convex ones, which lead to analytic solutions.",Maybe,C8TUrdt2Kt
"As they mentioned, several papers consider similar ideas, but the difference seems subtle.",Not concerning,C8TUrdt2Kt
it is unclear how ADMM resolves the incomplete problem (i.e. methods are guaranteed to detect all false negatives but also produce false positives).,Not concerning,C8TUrdt2Kt
"Moreover, the ADMM usually converges slowly to the solution, how do authors address this issue?",Not concerning,C8TUrdt2Kt
So it is difficult to reproducible experimental results.,Not concerning,C8TUrdt2Kt
But the current results seem acceptable for a workshop.,Not concerning,ZkLYcCndgEm
"In its current state, there's not much insight to be gained from the experiments nor a new method that can be used in practice.",Not concerning,FKOHLRGVfw
"However, this paper missed a lot important references.",Not concerning,B1xIAMv8Yr
"Therefore, I think this work is lack of novelty, and still need more time to work on.",Not concerning,B1xIAMv8Yr
"Since the authors are trying to address a problem that does not actually exist, I am not sure what the contributions of the paper are.",Maybe,SJcdJ0tez
"Given the points outlined above and the fact that the paper is hard to read and is excessively long, I do not believe it should be accepted.",Not concerning,SJcdJ0tez
I do not think this paper has made a lot of contribution to either differential privacy or active learning.,Not concerning,ryxQH_TlsH
"It just ""borrows"" some fine-tuning techniques from active learning and apply it in DP.",Not concerning,ryxQH_TlsH
There is almost no theoretical contribution made by this paper.,Not concerning,ryxQH_TlsH
"Since this amount of noise is non-trivial at all, I can not judge the effectiveness of the algorithm.",Not concerning,ryxQH_TlsH
Lack of novelty.,Not concerning,_oyaIfM066f
Experiments are not great enough to show the effectiveness of the full pipeline.,Not concerning,_oyaIfM066f
"I don't think they are enough to reach the bar of ICLR, so I vote for rejection.",Not concerning,_oyaIfM066f
Some parts of the writing can be improved.,Not concerning,3njY0I1L9pk
There might still be some important aspects of the method left to evaluate.,Not concerning,3njY0I1L9pk
"3 seeds is a very small number. I know that very few works present much more than this, but I think it is bad practice.",Not concerning,wQxtExoy4lz
"The observation and initial results are interesting, and the work is wort to be discussed in this workshop.",Not concerning,H1gboOnDtE
"Overall, the paper is very hard to read, as different concepts and terminology appear all over the place without a precise definition (see comments below).",Not concerning,BkeqaMZJ5S
"I do not think that this will be feasible to do, even for small-scale real-world neural networks, simply due to the difficulty of finding a suitable grid, let alone the vast number of function evaluations involved.",Not concerning,BkeqaMZJ5S
"The more theoretical part is too convoluted and, from my perspective, just a restatement of earlier results.",Not concerning,BkeqaMZJ5S
"I'm assuming the authors were not aware of this paper, as they did not cite it.",Not concerning,S1xrQYsfq4
"Therefore, according to the too strong and fuzzy assumption mentioned in the last point, Assumption 3.1 simply makes the network equals to the linear model, which leads to minor contributions according to the study of the overparameterized network.",Maybe,S1gJmHhziH
"In conclusion, I am convinced that the authors' work is over-claimed in this paper.",Not concerning,S1gJmHhziH
The experiments didn't show the superiority of the proposed method.,Not concerning,Y9SPZBTcrDA
"This'd be a unfair comparison, and sequential methods should be included if DR uses RNN and sequential actions for training.",Not concerning,Y9SPZBTcrDA
I didn't understand the motivation of using the multi-path extension.,Not concerning,Y9SPZBTcrDA
The justification of \psi as \beta/2\alpha is not well justified.,Not concerning,PvGh73wfAD3
I find the explanation that this is based on economic players and economic empirical studies quite vague.,Not concerning,PvGh73wfAD3
The values are quite important and not being precise will make it hard to reproduce the results.,Not concerning,PvGh73wfAD3
The choice of \psi through cross-validation also appears vague.,Not concerning,PvGh73wfAD3
I was a bit disappointed at the choice of atari games for evaluation.,Confirmed,PvGh73wfAD3
Different psi can have arbitrarily different performance and I cannot tease out any performance discussion clearly.,Not concerning,PvGh73wfAD3
It would be beneficial for the authors to release code or add training details to the appendix as the results seem to be irreproducible in its current form.,Not concerning,INPiNBJw2
"there is a (small) typo, line 7 of section A1 page 8, in the appendix",Not concerning,H1lEWJjkcN
It seems the topic of this paper does not fit ICLR and most machine learning researchers are unlikely to be interested in and even understand this paper.,Not concerning,SkghvLwZ9H
This reviewer also does not have enough knowledge and background to judge this paper.,Not concerning,SkghvLwZ9H
This paper is technically flawed.,Maybe,rJl5OkRLnm
The MAJOR ERROR is that (1) is NOT equivalent to (3).,Maybe,rJl5OkRLnm
It does not make sense at all.,Confirmed,rJl5OkRLnm
"But the writing and other experiments can be further improved, as detailed below.",Not concerning,BkeMtm2WcH
"It is hard to connect prior, posterior and variational posterior in Sec 3.2 to the reasoning agent/message formulation in Sec 3.1.",Not concerning,BkeMtm2WcH
"As for the experiment part, my major concern is whether the comparison with other models (e.g., GCN and GAT) is fair.",Not concerning,BkeMtm2WcH
I suspect that the generalization proposed in this work does not lead to include additional interesting losses.,Not concerning,wsS232r33Tz
It is not even clear whether the theory applies to the setting used in the experiments.,Not concerning,wsS232r33Tz
"While the algorithm designed in this paper sounds interesting, it does not appear to be sufficiently novel.",Not concerning,JKzEwqt4J3C
It is not easy to draw any solid conclusion based on the results obtained from these benchmark problems.,Not concerning,JKzEwqt4J3C
"Does that mean that the new algorithm cannot be applied to any real-world problems? If so, what is the practical value of the new algorithm?",Not concerning,JKzEwqt4J3C
"In fact, the authors claimed that the new algorithm can converge to the optimal solution on Swimmer-v2. However, it is not clear what the optimal solution is and how the optimal solution is obtained.",Not concerning,JKzEwqt4J3C
"However the weaknesses of this paper is that the authors didn't mention the effect of different reconstruction kernels, slice thickness or the effect of contrast injection in their model.",Not concerning,Odwc58Dr26
"But certain sections in the paper (Methodology, Nature Run for Observing System Simulations, Orbital Mechanics and Attitude Control) are slightly tedious to follow and diverts attention from crux of the paper.",Not concerning,r1eF8AL5jN
"This paper should be rejected because (1) the paper only provides some empirical results on freezing network network weights, I don't think there are much insights and useful information;",Not concerning,SkgTDt7pYS
"the approach consists of several steps, while it is not really clear whether they are needed.",Not concerning,vTl9gv-9m-2
"the authors wrote that the results are significantly better, no test, p-value given",Not concerning,vTl9gv-9m-2
However the experiments are essentially based on simulated data.,Not concerning,B1eEz8qRKH
It is not entirely clear as to how this would translate to real setups.,Not concerning,B1eEz8qRKH
"I like the main concept of this paper, but I really can not recommend it for publication at this time",Not concerning,coFUd2X0s9
"However, I think the novelty of the proposed NAM is not that significant.",Not concerning,Uh-5wh-565
"I don't see how the proposed NAM can be more generalized to other areas, where the input feature is of high-dimension and requires more complex understanding.",Not concerning,Uh-5wh-565
"The x-axis can be wrongly interpreted by assuming 17 subsequent layers, where those are actually groupings corresponding to different merging types.",Not concerning,ZMRyYHFdwYv
is this also true if you just swap in random weights?,Not concerning,ZMRyYHFdwYv
"The approach seems to be only applicable in situations where it is possible to place the agent in arbitrary locations in the environment, which may not be possible in many difficult reinforcement learning tasks.",Not concerning,LZiBR8f0Ni
"Unfortunately, I believe the approach to be fundamentally flawed.",Confirmed,ruWgIHUqwWq
"Unfortunately, assuming I am not missing an important point, the core idea of the method is flawed.",Not concerning,ruWgIHUqwWq
"Unfortunately the paper does not cover an ICLR paper, which is part of the rules for this blogpost track.",Not concerning,HVhgaic-x-5
The added value of the post is also unclear.,Not concerning,HVhgaic-x-5
Currently it appears that the additional contribution over Wu's works is marginal.,Not concerning,rkxJ5NAgqr
"The notation is unorganized and there are many typos that cause unnecessary troubles for understanding, e.g., the main result Remark 4.",Not concerning,s2rmsGxiiv
Such a simple replacement could fully support your work in the present form.,Not concerning,ZIZvo9aTE9h
The authors fail to convince the reviewer what are the connections between Theorem 1 and your proposed method.,Not concerning,ZIZvo9aTE9h
"Unfortunately, the description of the network architecture is rather hard to follow, and there is also no illustration of the architecture - overall, it is difficult to grasp both the overall structure as well as the main novelty of the architecture.",Not concerning,qaPWEdfyEW
"The method achieves mediocre Dice scores (overall 82% on average), but the paper demonstrates that this performance is close to the inter- and intra-observer agreement.",Not concerning,qaPWEdfyEW
"The primary things that would improve this paper's rating for me are larger scale experiments, or perhaps non-image data.",Not concerning,SJlO7o_dYE
"Overall the paper does not seem to have a clear and well-defined motivation, contribution is also vague and trivial compared to literature, plus very convincing empirical justification.",Maybe,BkxDPxaXcH
"In my humble opinion, this work does not present a machine learning contribution of interest for the ICLR community.",Not concerning,VrrNtIv9v4n
I really do not think a combination of CutMix with existing saliency detection method is a novel method.,Not concerning,HlJaeFasEco
"Moreover, the improvement over CutMix is diminishing.",Not concerning,HlJaeFasEco
"However, the novelties of this paper is very limited.",Confirmed,BklqJdQs3m
"But this is also not a big contribution, seems just using a slightly different way to guarantee reconstruction.",Not concerning,BklqJdQs3m
"I see multiple inaccuracies with this and related statements: the authors provide a bound, rather than study an effect of within-layer activation diversity -- the effect would be totally different on a different upper bound. And these are just upper bounds, after all.",Maybe,iplCeK4Lm4Q
"Here is another statement (out of several) that is very misleading and incorrect (Section 3, first sentence):",Maybe,iplCeK4Lm4Q
"In my opinion the real contribution of the paper is the algorithm, not the bound on estimation error.",Not concerning,iplCeK4Lm4Q
"The paper is not very generous with information about the implementation of the method: we are told nothing about the encoding and decoding networks or the segmentation model, for example.",Not concerning,sQ9IDvaqXz
The paper seems to depends heavily on work by Liu et al.,Not concerning,sQ9IDvaqXz
"It is, of course, a short paper.",Maybe,sQ9IDvaqXz
This paper is highly relevant to the workshop and should lead to fruitful discussion.,Not concerning,rkxmIkzb34
The proposed approach is mainly based on YOLO5 and the novelty is really limited.,Confirmed,09kpT_ytor8
There's no explanation about why the proposed model can detect the unseen objects.,Not concerning,09kpT_ytor8
No ablation study are given to validate the effectiveness of each proposed component.,Not concerning,09kpT_ytor8
The paper is particularly hard to read and with a poor English.,Maybe,SrM3cfEII0a
Unclear / small novelty compared to previous work,Not concerning,hpXu9RMQr79
Empirical results are quite weak,Not concerning,hpXu9RMQr79
"Given that it seems like the authors have unfortunately implemented none of these suggestions yet, I will for now have to stick to my previous assessment of the work and recommend rejection again.",Not concerning,hpXu9RMQr79
This overlarge factor may be impractical.,Not concerning,TPo2KQL_ffA
"In this case, Theorem 1 and Theorem 2 might be somewhat meaningless.",Maybe,TPo2KQL_ffA
"Theorem 1 and Theorem 2 and their proofs are obviously followed the paper that proposed STORM with a little change, but the authors did not report this close relation. Therefore, the bright spot of the convergence analysis is discounted",Not concerning,TPo2KQL_ffA
"Hence, the comparison may be unfair.",Not concerning,TPo2KQL_ffA
"Looks like an extension of AROMA, with a slightly more general approach for feature engineering, but no significant innovation beyond that.",Not concerning,SEQVK4eRnY0
The code2vec baseline is old and weak (should have used code2seq).,Not concerning,SEQVK4eRnY0
code2vec is a weak baseline. You should at least consider code2seq as it uses a significantly more powerful encoder.,Not concerning,SEQVK4eRnY0
I find such statements a bit inappropriate when they refer to very specific problem settings.,Not concerning,SklGnjYzqV
"However, from a practical perspective, I'm wondering how often that will be allowed in real-world applications.",Not concerning,HklBPv9ljN
"The paper, as its current form, is not ready for publishing.",Not concerning,H1xKiqomqH
I was collecting these errors but eventually stopped.,Maybe,H1xKiqomqH
"It looks strange for me, because feature extraction might be done in encoding part, that is, the former part of U-Net before up convolutions. Why?",Not concerning,zlNf5tqiRq
This makes no sense.,Maybe,ayTXEckd31H
This statement should be removed.,Not concerning,ayTXEckd31H
This sentence is over-generalistic and not true for the majority of the cases.,Not concerning,ayTXEckd31H
"This is not widely-used, as for now it seems only used in [croce2020].",Not concerning,ayTXEckd31H
There are numerous typos and grammatical mistakes throughout the paper.,Not concerning,iTGQtmUBFBA
"While I think this paper is well written, after reading it I am not convinced of the usefulness of the core idea, which is that generator architectures should be class-aware.",Not concerning,x-pL7mEIRe4
"For this reason I think that this paper is currently marginally below the acceptance threshold, but look forward to the author's explanation.",Not concerning,x-pL7mEIRe4
The choice of sampling uniformly over the parameter space seems very suboptimal.,Not concerning,kfVQOpkWG3
"The papers titled ""Towards..."" are usually records of failed attempts of an attack on a grand challenge.",Not concerning,SkevaUL15S
In the present shape the reviewer does not see why such measure should be of an interest to community.,Not concerning,SkevaUL15S
"The impact of ""inspiring the community to make interesting discoveries"" is in the reviewers opinion not sufficient to justify publication at a venue of such importance as ICLF.",Not concerning,SkevaUL15S
"Overall, the paper significantly suffered from an immature writing style, numerous typos/grammatical mistakes, inconsistent organization of content, and importantly, limited technical contribution.",Maybe,Sk3CQYOgG
The evaluation and discussion sections were mostly unclear and the results of poorly performing methods were not reported at all making the comparisons and arguments difficult to comprehend.,Maybe,Sk3CQYOgG
"In general, the paper seemed to be an ordinary reporting of some preliminary work, which at its current stage would not be much impactful to the research community.",Not concerning,Sk3CQYOgG
