Input,Output,Id
This theorem doesn't add anything to the story.,It would be beneficial to clarify how this theorem contributes to the overall narrative of the paper.,RWgiUhPcUSR
The new metric FVD is not well motivated.,The motivation behind the new metric FVD could be further strengthened and more clearly articulated.,HJlR4udf9E
"The paper is difficult to read, it is written as a summary, and most of experimental setup and evaluated systems are moved to appendices.",Improving the readability of the paper and including more details about the experimental setup and evaluated systems in the main text rather than in appendices could enhance the paper's clarity.,HJlR4udf9E
I had to jump back and forth between pages 2 and 3 to understand what the paper was about.,A single diagram or algorithm listing summarizing the entire system could enhance the paper's clarity and prevent the need to navigate between pages to understand the system.,Hyg7XVNUYN
The main concern is that the two contributions are rather orthogonal to each other and each of them is not that significant.,"The main concern is that the two contributions seem to be quite distinct from each other, and it would be beneficial to demonstrate more clearly how each one significantly advances the field.",Skgso79atr
"The first contribution, which alleviates the cold-start problem, is not very surprising, since it is a soft version of previous method BALD.","The first contribution, addressing the cold-start problem, appears to be an incremental improvement on the existing BALD method, and it would be helpful to highlight the novel aspects more distinctly.",Skgso79atr
I am unconvinced about the impact shown by the experiments.,The experiments could be strengthened to better demonstrate the impact of the proposed method.,SkeIzMP427
"The impact of Section 3.3. is also unclear, since obtaining semantic (digit rotation) interpolations in MNIST is a common feat achieved by unsupervised learning algorithms with decent feature learning.","It would be helpful if Section 3.3 could clarify its impact, especially considering that semantic interpolations in MNIST are commonly achieved by unsupervised learning algorithms.",SkeIzMP427
"The paper to me seems an incremental extension of the previous work (Zhao et al., 2019), and I think the novelty is a little thin.","While the paper builds upon previous work (Zhao et al., 2019), it would be beneficial for the authors to more clearly articulate the distinct novel contributions that differentiate their work.",txJeSrhiMo3
Cloud Migration could potentially be a good application for AI planning but the case isn't made in a completely convincing manner in this paper.,"While Cloud Migration could be a promising application for AI planning, the paper would benefit from a more robust argument to fully convince the reader of its potential.",rkliadzUjE
"Submission is light on content, in particular it lacks sufficient detail about what defines the core planning/scheduling problem",The submission could be strengthened by providing more detail on the core planning/scheduling problem to enhance the reader's understanding.,rkliadzUjE
"Again, I'm recommending acceptance of this paper, but I have to admit the use case considered is quite basic.","While I recommend accepting this paper, I suggest the authors consider elaborating on how the use case can be extended to more complex scenarios.",S1eE7Wzw3V
But honestly I don't understand how you get from that an assessment of the effectiveness of the proposed explanations.,Could you please clarify how the user study translates into an assessment of the effectiveness of the proposed explanations?,S1eE7Wzw3V
"It is also very short, not going in details about the used techniques.",The paper could benefit from a more detailed explanation of the techniques used.,rygH6_Mh5r
It seems doubtful that this will be interesting to the XAUP auience specifically (HSDIP may have been a better guess).,"It may be worth considering how the paper's focus on contingent planning and belief space search aligns with the specific interests of the XAUP audience, as it could potentially be more suited to venues like HSDIP.",r1gu1BMv2V
"Given the large number of submissions to XAIP, it is not clear whether it makes sense to include the paper.","Considering the high volume of submissions to XAIP, it would be beneficial to further clarify the paper's unique contributions to ensure its inclusion is justified.",r1gu1BMv2V
It's a bit hard for me to believe that the different choices of filter banks from 1 to 100 ms all gave the same results (in Figure 1b).,"I would appreciate further clarification on how the different choices of filter banks from 1 to 100 ms all resulted in the same outcomes as shown in Figure 1b, as it seems counterintuitive.",BklbJDXJqB
"While the paper has its merits, I believe the current version falls below the acceptance bar due to the lack of competing high-dimensional BO baselines paired with reproducibility concerns (i.e., experiments have no error bars).","Although the paper presents notable strengths, I recommend that for the current version to meet the acceptance criteria, it should include comparisons with competing high-dimensional BO baselines and address reproducibility by providing error bars in the experiments.",W31NCGvMldd
The main paper should be self-contained though and this is not an acceptable way to get around the 8-page limit.,"It is important for the main paper to be self-contained, and I suggest finding alternative ways to adhere to the 8-page limit while including all necessary figures and information.",W31NCGvMldd
"No theoretical justification for the approach is given, it seems to be an ad hoc solution to adapt a region proposal architecture to perform online tracking.","The paper would benefit from a theoretical justification for the approach, which would strengthen the case for the proposed solution to adapt a region proposal architecture for online tracking.",Bk3gLTuef
but unfortunately the no raw results or source code are provided for this paper either in supplementary material or in anonymous repository (it is not difficult to do this while keeping anonymity).,"It would be helpful if the authors could provide the raw results or source code in supplementary material or an anonymous repository, which is often feasible while maintaining anonymity.",Bk3gLTuef
"Numerous language problems, making the paper difficult to read and understand in many places.",The paper could be improved by addressing the language issues to enhance readability and comprehension throughout the document.,Bk3gLTuef
"Because the gains are indeed marginal, statistical significance is something that should be added.","To strengthen the findings, it would be beneficial to include an analysis of statistical significance.",rkeqEYSLFV
The paper seems to be have been written in a rush.,"The paper could benefit from additional proofreading to address language and formatting inconsistencies, as well as to correct typographical errors.",HyeYxYAs_H
"In general, the paper seems to have been written in a rush.","Overall, the paper would greatly improve with a thorough revision for clarity and consistency.",HyeYxYAs_H
-- The authors do not actually demonstrate how their analysis can be used to improve VAEs or GANs,The authors could strengthen their contribution by providing clear examples or demonstrations of how their analysis can be applied to enhance VAEs or GANs.,H1CZob5Jz
-- Their proposed SDR analysis does not actually find much difference between the generator and the discriminator of the GAN,It would be beneficial if the authors could further explore or clarify the differences between the generator and the discriminator of the GAN as revealed by their SDR analysis.,H1CZob5Jz
-- The clarity of the writing could be improved (e.g. the discussion in section 3.1 seems inaccurate in the current form). Grammatical and spelling mistake are frequent.,"Enhancing the clarity of the writing, particularly in section 3.1, and addressing the grammatical and spelling errors would significantly improve the manuscript.",H1CZob5Jz
"In summary, the paper is not ready for publication in its current form.","In summary, while the paper presents interesting ideas, further refinement and development are needed before it is ready for publication.",H1CZob5Jz
The paper provides extensive but unclear experimental results.,"The paper provides extensive experimental results, which could be clarified further for better understanding.",SJebxqCTtB
"Moreover, provided experimental comparison might be unfair.","Additionally, the experimental comparison could benefit from a review to ensure fairness and consistency.",SJebxqCTtB
The initial learning rates were not tuned properly.,"It would be beneficial to provide a rationale for the choice of initial learning rates, especially considering the different neural network topologies.",SJebxqCTtB
"Better re-prase the definition of the steep fall phenomena, now it is not very clear.",Clarifying the definition of the steep fall phenomena would enhance the reader's comprehension.,SJebxqCTtB
"Behavioral stylometry in chess is not a particularly significant task,","While the direct application of behavioral stylometry in chess may have a niche scope, the methods described have broader potential in other significant domains.",pv__8wyl3yf
"These ablations are especially important because the accuracy values are *shockingly* good; as an expert chess player (~ELO 2100), I am quite surprised that it is theoretically possible to identify chess players with such high accuracy, and I was quite skeptical of the results at first.","The ablations are particularly noteworthy given the impressive accuracy values achieved. As someone with considerable chess experience, I found the level of accuracy for player identification quite remarkable, which initially led me to approach the results with a degree of skepticism.",pv__8wyl3yf
"None of the results have error bounds, so it's hard to tell whether the differences are statistically significant.",Including error bounds in the results would help in assessing the statistical significance of the differences observed.,cG3bTwvlS5n
"The paper increases the number of layers for both architectures, and this is never addressed in the experiments.",It would be beneficial for the study if the impact of increasing the number of layers for both architectures was explored in the experiments.,cG3bTwvlS5n
"As the experiment result is not so good, I'd recommend a weak accept.","While the experimental results could be improved, the paper presents a novel approach and I would recommend it for acceptance with minor revisions.",HkePDwl_KN
It is also concerning that the Google Drive links to code and supplementary materials aren't anonymized.,Please ensure that the Google Drive links to code and supplementary materials are anonymized to maintain the integrity of the review process.,SkeQKHjaYH
I find the originality and novelty is a bit missing in this study.,The study could benefit from a clearer emphasis on its original contributions and how it differentiates from existing work.,YG5K1Ao7O
"Moreover, authors have not mentioned about the hyper-parameter ranges used to train the DNN and nor the procedure used to fine tune the hyper-parameters (at least using an appendix)","The authors should consider providing details on the hyper-parameter ranges used to train the DNN and the procedure for fine-tuning these hyper-parameters, potentially in an appendix for clarity.",5KVGQ8ycUmh
"Unfortunately, in your Figure 2, this is not as obvious and not real since it is using simulated delays.","In Figure 2, the impact of simulated delays is less clear. It would be beneficial to include results from real-world scenarios to strengthen the evidence.",H1SAHAdlf
"I feel that, with such a design, you may actually end up hurting the performance by sending a large number of small packets in the no failure case.",There is a concern that the design might lead to performance degradation due to the transmission of numerous small packets in scenarios without failures.,H1SAHAdlf
"Overall, I feel there is not enough evidence for the problem specifically generating large blocks of gradients and this needs to be clearly shown.",It would be helpful to provide more evidence to demonstrate the specific issue of generating large blocks of gradients.,H1SAHAdlf
"The conclusion contains an unjustified generalization: ""people are happy to think [...] often don't know many details"" - which I consider to be vague and unsubstantiated. ""happy to think"" implies naivety, while ""often don't know many details"" is a vague and unproven statement.","The conclusion may benefit from a more precise articulation to avoid potential generalizations. For instance, the phrase ""people are happy to think [...] often don't know many details"" could be perceived as overly broad. A more focused critique, perhaps limited to the scope of the reviewed papers and supplemented with specific examples of the details in question, would strengthen this part of the paper.",RGHl3VkbIR9
but I find it hard to argue that this paper significantly contributes to the existing body of work (more on this below) and as a result I vote to reject this paper.,"While the paper addresses an important issue, it would benefit from a more distinct contribution to the existing body of work to support a stronger case for acceptance.",HyeKi-nlcH
"For the first, I find the proposed criteria to be overly generic and not helpful at providing additional clarity on what makes for a good evaluation",The proposed criteria could be further refined to provide more clarity and specificity on what constitutes a good evaluation metric.,HyeKi-nlcH
"Unfortunately, this paper does not actually evaluate its own proposals, making it hard to evaluate how effective its proposals are.","To strengthen the paper, it would be beneficial if the authors could include an evaluation of their proposals to demonstrate their effectiveness.",HyeKi-nlcH
"Unfortunately, the paper contains too many flaws for me to be able to recommend for its acceptance.","While the paper has several areas that need improvement, I believe that addressing these issues could enhance the paper's potential for acceptance.",vUA1ZVK46Nb
"Because this concern was not sufficiently addressed, I maintain my original rating.","While I acknowledge the authors' efforts to address my concerns, I believe further work is needed to fully demonstrate the method's capabilities, which leads me to maintain my original rating.",r1ewN1AsYH
While both seem to be very artificial IMO if considering the used dataset and designed experiments.,The choice of dataset and design of the experiments could be refined to better represent real-world scenarios.,HJlU9T4ph7
The results are also not convincing even for the shown two experiments compared to baselines.,"It would be beneficial if the results could be further strengthened, particularly in comparison to existing baselines.",HJlU9T4ph7
No related works on addressing the similar problems have been discussed nor compared in experiments.,Including a discussion and comparison with related work on similar problems could enhance the paper's context and relevance.,HJlU9T4ph7
So I would not recommend the authors to claim contributions here.,I would suggest the authors to carefully consider the novelty of their theoretical contributions in light of existing literature.,HJlU9T4ph7
The paper does not seem to be polished.,Further polishing and editing of the paper could improve its clarity and presentation.,HJlU9T4ph7
"-The experimental results seem to be really hard to interpret for me, and this is perhaps the weakest point of the this paper.","The experimental results could be presented more clearly, which would strengthen this section of the paper.",t4Gd-Z3BGzq
"Don't use a Figure Caption to explain stuff, define that in the text. Then use the Caption for a Label.","Please provide the explanations in the main text rather than in the figure captions, which should be reserved for labels.",SJlBb6tZnN
The ending of the paragraph after Figure 3 is confusing to read and would benefit from a re-write. It's very jumbled and feels like its trying to say too many things.,The paragraph following Figure 3 could be clarified. Consider focusing on the key points to enhance readability.,SJlBb6tZnN
"Wait.  Why is the problem statement ""In this paper we attempt to...""  Hidden on page 3 in the middle of a paragraph. This should be known to me in the introduction!","The problem statement, ""In this paper we attempt to..."", would be more effective if presented in the introduction to guide the reader from the outset.",SJlBb6tZnN
"This leads me to another thing I've been having issue with on these first 3 pages.  The section headings are too generic, I don't understand the flow.",The section headings on the first three pages could be more descriptive to better guide the reader through the flow of the paper.,SJlBb6tZnN
"First Paragraph, 4th Page, Last Sentence. While I understand the intent of this sentence, it alludes to a longer/deeper conversation that isn't given justice. Avoid the ""We didn't do it that way, cause that's hard."" Line, allude to future endeavors or discuss the tradeoffs.","The last sentence of the first paragraph on the fourth page could be improved by either discussing the trade-offs or suggesting future research directions, rather than dismissing an approach as too difficult.",SJlBb6tZnN
Gradient Analysis: You discuss this without discussing it. This is starting to feel hand-wavy in its lack of detail.,The section on Gradient Analysis would benefit from more detailed discussion to fully convey the methodology and findings.,SJlBb6tZnN
Conclusion Section: No conversation on follow-up? Ideas to facilitate improvement to one of the plethora of techniques introduced in the paper? An alternative *not* pursued by the paper?  What's the next beat of this research?,"In the conclusion section, it would be valuable to include discussions on potential follow-up work, ideas for improving the techniques introduced, or alternatives that were not explored in the paper.",SJlBb6tZnN
I vote for rejection for four major weaknesses explained as follows.,I recommend reconsideration of the paper based on four areas of concern that I will explain below.,rJxr_fmNFS
The experimental results cannot show the usefulness of the proposed GCN.,The experimental results could be strengthened to better demonstrate the effectiveness of the proposed GCN.,rJxr_fmNFS
The method is not well motivated.,The motivation for the method could be more clearly articulated.,rJxr_fmNFS
The writing quality is not satisfactory.,The writing quality could be improved for better clarity and adherence to citation style guidelines.,rJxr_fmNFS
"While I'm not suggesting that slapping a soft SVM here would solve the problem, there is a large body of SVM-based detection/classification literature that precedes the findings of this work.","While the application of a soft SVM may not directly address the issue, it's important to consider the extensive literature on SVM-based detection/classification that predates this work.",PqDj8vxIQCj
"I have to imagine this statement is poorly phrased, as [2] (also cited in this paragraph) very explicitly mines for face-like non-face patterns.","The statement regarding object detection works might benefit from clarification, as reference [2], which is cited here, does explicitly involve mining for face-like non-face patterns.",PqDj8vxIQCj
"However, I do not find the findings of this work to be sufficiently novel for this conference, and therefore cannot recommend this work for acceptance in its current state.","While the findings provide valuable insights, I believe that further innovation may be necessary to meet the novelty criteria of this conference for acceptance.",PqDj8vxIQCj
"This is just another way of distracting a QA model but without having any reason for it to believe the information is ""fake"".","The paper could benefit from a clearer explanation of how the dataset challenges QA models with misinformation, ensuring there's a rationale for the model to identify information as ""fake"".",3H_24Hc0HmT
The experiment called Contra-QA appears to be flawed given what it was supposed to check.,The design of the Contra-QA experiment may need to be revisited to align more closely with its intended objectives.,3H_24Hc0HmT
it is just the output of a model that frankly appears to be guessing because it has no way of knowing what is trustworthy!,"The model's output could be perceived as uncertain, which suggests a need for a more robust method of establishing trustworthiness in the data.",3H_24Hc0HmT
"That limited contribution, however is not enough to accept this paper in its current form.","While the contribution is noteworthy, further development may be necessary to meet the criteria for acceptance.",3H_24Hc0HmT
The authors propose a relatively ad hoc relaxation of the problem to a continuous set instead of an index and then perform the selection there.,"The authors propose an innovative relaxation of the problem to a continuous set rather than a discrete index, which is an interesting approach, but it would be beneficial to discuss the potential challenges such as the introduction of non-convexity and local minima.",DmxXopoAnQu
"However, there is no discussion on how this relaxed problem is in fact quite non-convex and how this choice of relaxation introduces a significant number of local minima.","It would be constructive to include a discussion on the non-convex nature of the relaxed problem and how the chosen relaxation could lead to a significant number of local minima, which is important for understanding the full scope of the approach.",DmxXopoAnQu
"The comparison the authors offer is with very simplistic algorithms, rather than the more sophisticated ones in the literature.","For a more comprehensive evaluation, it would be advantageous if the authors could compare their method with the more sophisticated algorithms that are present in the current literature.",DmxXopoAnQu
It is claimed that all possible types of graphs can be learned which seems rather optimistic.,The claim that the model can learn all possible types of graphs is ambitious and may benefit from further clarification or evidence.,S1crSKYgM
"Therefore, I am not convinced that the paper is ready for publication at ICLR'18.","Therefore, I believe the paper could be strengthened before it is ready for publication at ICLR'18.",S1crSKYgM
"The paper contain many interesting contributions but, in my opinion, the model is too general and the focus should be given on some retricted classes of graphs.","While the paper contains many interesting contributions, I suggest that the model could be more impactful by focusing on specific classes of graphs.",S1crSKYgM
I am not sure that the paragraph is useful for the paper.,It may be beneficial to reconsider the relevance of this paragraph to the paper's overall objectives.,S1crSKYgM
This leads to the question of cheating in the learning process.,This raises questions about the integrity of the learning process that may need to be addressed.,S1crSKYgM
The generation process is adapted for generating trees which seems to be cheating.,"The generation process appears to be specifically tailored for generating trees, which could be perceived as lacking generality.",S1crSKYgM
This is an interesting idea but is not that well fleshed out.,"This is an interesting idea, but it would benefit from further development and a more detailed exploration.",BJljG_pfqV
"Additionally, the experiments shown are on very small toy data.","Additionally, it would be valuable to see the experiments conducted on larger, more complex datasets to better understand the scalability and applicability of the approach.",BJljG_pfqV
The paper is poorly written.,The paper could benefit from improvements in clarity and structure.,SJlOnavpqB
There are many grammar errors and sentences which are not consistent with English writing conventions.,The paper contains several grammatical errors and could be revised to better adhere to English writing conventions.,SJlOnavpqB
"This paper is poorly written, and looks like it was not proof-read.",The paper could benefit from additional proofreading to enhance its clarity and structure.,SJlMo5m9nm
Among the many evident weaknesses:,"The paper has several areas that could be strengthened, such as:",SJlMo5m9nm
"In general, this work is a patchwork of a condition-based generative model and a raw image preprocessing method at the input and output ends, leading to insufficient novelty.","While the integration of a condition-based generative model and a raw image preprocessing method is interesting, the paper could benefit from a clearer demonstration of novelty beyond these existing approaches.",vXG3_v-WfcH
"Why the approximate posterior is conditioned on the graph at next step? There is no interpretation, but this design is seem as some condition-VAE-based multi-agent prediction methods [1,2], while the only difference is that existing works infer the agents' dynamics but KINet infers the graph representation.","It would be helpful if the authors could provide a more detailed interpretation of why the approximate posterior is conditioned on the graph at the next step, and how this approach differs significantly from existing condition-VAE-based multi-agent prediction methods.",vXG3_v-WfcH
The message passing is not novel.,The message passing technique used in the paper appears to be similar to existing methods; it would be beneficial to highlight any unique aspects of your approach.,vXG3_v-WfcH
The forward prediction with a skip connection is not novel.,The use of forward prediction with a skip connection is a known technique; the authors could strengthen their contribution by discussing any innovative applications or modifications they have made to this method.,vXG3_v-WfcH
"As for the experiments, I do not think the dataset matches the authors' claim: hard to annotation/detection and complex scenes.","Regarding the experiments, it would be helpful if the authors could further justify how the dataset used aligns with their claims of difficulty in annotation/detection and complexity of scenes.",vXG3_v-WfcH
"I would recommend the paper for rejection, because from my point of view it does not contain sufficient novel contributions for a conference publication.",I would suggest that the paper may need to highlight its novel contributions more clearly to meet the conference's criteria for publication.,izgCF_V64LO
The discussion on the complexity of learned network (section 4.4) is extremely informal and confuses more than it provides insights.,The discussion in section 4.4 regarding the complexity of the learned network could benefit from a more formal approach to enhance clarity and insight.,izgCF_V64LO
although authors failed in experimentally validating the method on this problem,although the experimental validation of the method on this problem could be strengthened,4l-KK7n1_WF
the paper failed to justify the method in this experiments,the paper could provide a more robust justification for the method in these experiments,4l-KK7n1_WF
the method is incremental rather than *generalized*,"the method appears to be more incremental in nature, and further clarification on its 'generalized' aspect would be helpful",4l-KK7n1_WF
"I'm not satisfied by the authors argument ""it is not our duty to consider it as a baseline for comparison"" -- this will hurt the paper.","The authors' argument that 'it is not our duty to consider it as a baseline for comparison' may not fully address the expectations for comprehensive baseline comparisons, which could be critical for the paper's reception.",4l-KK7n1_WF
"I vote for rejection because the paper makes some unfounded claims, misses important related work, has some methodological issues and presents unconvincing results.","I recommend reconsideration after addressing certain issues such as substantiating the claims made, including relevant related work, refining the methodology, and strengthening the results presented.",r1e-hTxAKH
- Presenting the weighting strategy as a novel idea is a bit of a stretch.,"The paper would benefit from a more detailed exploration of the novelty of the weighting strategy, as it may overlap with existing methods.",NOT-FvD_N4
- The results are not convincing.,The results would be more compelling with additional evidence to distinguish the improvements from the baseline method.,NOT-FvD_N4
"The paper shows somewhat thorough experiments on many datasets justifying this observation, but the theoretical part is rather weak since it doesn't seem to address this issue with the focal loss.","While the paper presents comprehensive experiments across various datasets to support this observation, it would be beneficial to strengthen the theoretical discussion to address the specific characteristics of the focal loss more clearly.",SJlkRDV6ur
"this paper, however, has many typos, grammatical errors, and seems to have been submitted last minute.","While the paper contains several typos and grammatical errors, it would be beneficial to address these to enhance the clarity and professionalism of the manuscript.",Bkl6ds5G2m
"therefore, i have read the paper quickly.","Given the issues noted, I may have missed some nuances during my review, and a more thorough revision could help ensure that all details are properly assessed.",Bkl6ds5G2m
i am not particularly impressed with the results either.,"The results did not meet my expectations based on the current state of the art, and I would encourage a comparison with existing methods to highlight the proposed approach's contributions.",Bkl6ds5G2m
"In this work, the novelty is low because the authors use already existing methods applied to an unexplored system.","While the authors have applied established methods to a new system, further elaboration on the innovative aspects of this approach would enhance the perceived novelty of the work.",Vm9Cy42vPDq
The paper suffers from several disadvantages (ranging in importance from minor to more fundamental) that however IMHO can be improved upon mostly quickly.,"The paper presents several areas for improvement, which range in importance from minor to more fundamental, and could be addressed effectively with further work.",SgWeb3JDpxq
The data pre-processing steps weeds out inconsistent and/or outlier responses. This whittles down the sample size from 1000 to 469.,"The data pre-processing steps are rigorous and help ensure the quality of the data by filtering out inconsistent and/or outlier responses, although this reduces the sample size from 1000 to 469. Could you elaborate on the potential impact of this reduction on the reliability of city-level estimates?",Q-Kz-5gCR64
"This paper does not offer any especially intriguing insights, and many of the conclusions the authors draw are, in my opinion, not supported by their experiments.","While the paper presents a novel approach, the insights could be further developed, and it would be beneficial if the authors could provide additional evidence to support their conclusions.",SkxSd5_otS
The paper is confusingly written and hard to follow,The paper could benefit from clearer writing and a more structured presentation to enhance its readability and flow.,SkxSd5_otS
"The potential impact of this paper is very low, and I argue strongly in favor of rejection.","To strengthen the paper's impact, it would be helpful if the authors could further clarify the significance of their findings and how they advance the field.",SkxSd5_otS
I'm not really sure what the experiment in section 3 is supposed to show.,The purpose of the experiment in section 3 could be made clearer by providing more details and a better explanation of its relevance to the study's objectives.,SkxSd5_otS
"The presentation of this paper is, in general, all over the place.",The organization of the paper could be improved to ensure a logical flow of ideas and a coherent presentation of the results.,SkxSd5_otS
The paper is missing a few steps to be satisfying in my opinion,The paper could benefit from additional steps to enhance its clarity and completeness.,Byl906NbqE
so I don't know what's surprising or new about Theorem 1...,"Could you please clarify what distinguishes Theorem 1 from the standard tools mentioned, as it seems to overlap with well-established concepts?",G3apA7TLzsG
"The experimental results show only marginal improvement over PPO, especially since each iteration of RPO and RPTO collect twice the amount of data than PPO (one trajectory in $P$ and one trajectory $P'$).",The experimental results suggest a modest improvement over PPO. It would be helpful to discuss the implications of the increased data collection by RPO and RPTO in comparison to PPO.,G3apA7TLzsG
The paper contains a lot of issues related to the use of the English language and would benefit from proper proofreading.,The paper would benefit from additional proofreading to address issues related to the use of the English language.,HklYg8l93X
The notation of the paper is very hard to follow.,The notation in the paper could be clarified for better understanding.,I2JdYsSoOYA
Experimental results are quite strange in that the transfer learning setting leads to even worse performance than the feature extraction setting and the gap can be as huge as 15% in accuracy!,"It is unexpected that the transfer learning setting results in lower performance compared to the feature extraction setting, with a significant difference in accuracy. Could the authors provide insights into this outcome?",I2JdYsSoOYA
"However, if the class labels were based on morphological analysis, there is the problem that the labels are not true ground truth.","If the class labels were based on morphological analysis, it would be helpful to discuss the implications for considering them as ground truth.",AfhlzMbOFd
"The proposed graph neural network mode is an extension of the existing model SGC, which address the limitation of SGC to model the node feature nonlinearity. It is a good extension, but the novelty is limited.","The proposed graph neural network model builds upon the existing SGC model, enhancing its ability to model node feature nonlinearity. While this is a valuable extension, the degree of novelty could be further articulated.",B1xVuu6aKr
"The performance gap between SGC and gfNN is very small on noise robustness study and traditional node classification. The performance gap between GCN and gfNN is also small on noise robustness study is also small, which can not support the conclusion ""GCN has a risk of overfitting to the noise""","The performance differences between SGC and gfNN, as well as between GCN and gfNN, are modest in the noise robustness study and traditional node classification tasks. This suggests that further evidence may be needed to fully support the conclusion that 'GCN has a risk of overfitting to the noise'.",B1xVuu6aKr
The code link is given but no code is missing.,"While a link to the code is provided, it appears that the actual code is not available at the link. Ensuring the code is accessible would be beneficial for reproducibility and transparency.",B1xVuu6aKr
"In particular, I am disappointed that while the authors cite recent work on MixUp showing its benefits for calibration (Thulasidasan et al., NeurIPS 2019) they do not include MixUp as baseline.","It would be beneficial if the authors could include MixUp as a baseline in their comparison, especially since they acknowledge its benefits for calibration in recent work (Thulasidasan et al., NeurIPS 2019).",141LpOkuuxm
"Finally, even though important baselines as well as experiments for truly OOD scenarios are missing, benefits over a simple ensemble of vanillas remain unclear.","It would be helpful to clarify the benefits of the proposed method over a simple ensemble of vanilla models, particularly since some important baselines and experiments for truly OOD scenarios have not been included.",141LpOkuuxm
"Unfortunately the authors do not provide any code, which make reproducibility difficult.",Providing the code would enhance the reproducibility of the study and allow for a more thorough evaluation.,141LpOkuuxm
The contribution of this paper is marginal only.,The paper could benefit from a clearer demonstration of its unique contributions to the field.,141LpOkuuxm
"In summary, the proposed approach lacks novelty and performs worse than baselines for complex datasets.",The authors may consider further emphasizing the novel aspects of their approach and comparing its performance with baselines on complex datasets to strengthen their contribution.,141LpOkuuxm
The study seems to preliminary and the conclusion is not quite convencing due to several reasons:,"The study appears to be in its early stages, and the conclusion could be strengthened with further evidence for the following reasons:",BylSI7T6qr
"The definition of the tuning budgets is not clear, is it the number of trials or the time/computation budgets? The authors seems interchangeably using uns"" and ""iterations"", which makes the concept more confusable.","The definition of the tuning budgets could be clarified. Is it the number of trials or the time/computation budgets? The terms ""runs"" and ""iterations"" appear to be used interchangeably, which could lead to confusion.",BylSI7T6qr
"This is formally incompatible, and I found  the connection not well explained.",The connection between the formal definition and the neural network output could be better explained to resolve the apparent incompatibility.,HJgKV__a2X
"Right now, it is unclear what the paper is about.",Clarifying the main focus of the paper would help readers understand the scope and contributions more effectively.,HJgKV__a2X
"In many places in the manuscript, the citations do not match with the content.",I noticed some discrepancies between the citations and the content in various sections of the manuscript.,MAdvbBTgu3o
"Quite information dense paper, it's not entirely clear what was exactly the contribution of the authors is, e.g. subspace clustering seems to have been proposed previously, as has the UNIT model.","The paper is rich in information, but it would be helpful to clarify the authors' specific contributions, particularly in relation to the previously proposed subspace clustering and the UNIT model.",HFmdjb8IsI
The limited scale and scope of the experiments puts the significance of the results into question.,Expanding the scale and scope of the experiments could enhance the significance of the results and provide a more comprehensive evaluation.,bQchaZkK6C
"There is too much space spent on discussing related work and details of the simulated annealing algorithm, which can be deferred to the appendix.",Consider reallocating some of the space dedicated to related work and algorithm details to the appendix to allow more focus on the method and experiments in the main text.,bQchaZkK6C
"Overall I think this paper is intersting, but I don't consider it to be very relevant for this Deep Generative Models for Highly Structured Data workshop, since it's a direct application of GAN and might be more relevant for OCR venues.","While the paper presents interesting work, its focus on direct application of GANs may align more closely with OCR-related venues rather than the specific theme of the Deep Generative Models for Highly Structured Data workshop.",BkxVOiAz9E
The current form of the proposed method is far from practical usage.,The practical applicability of the proposed method could be further clarified and enhanced.,Y-wwY5GZ-DF
"however, it fails to show significant improvement over them.","however, it would be beneficial to demonstrate more clearly how this method improves upon existing ones.",HJgte88Knm
"the provided evidence is weak to support the argument, which should be useful for their criteria.",the provided evidence could be strengthened to more convincingly support the argument.,HJgte88Knm
"Moreover, experimental details fall short to ensure the validity of experiments.","Moreover, additional experimental details would be helpful to fully ensure the validity of the experiments.",HJgte88Knm
"It failed to show the excellency over pixel-wise generation methods and limited to simple visual elements, line drawings or box generations.","The study could further explore the advantages over pixel-wise generation methods and expand beyond simple visual elements, line drawings, or box generations.",HJgte88Knm
"I found the experiment section very difficult to read, and therefore I am not convinced of the method's superiority over the compared methods.","I suggest clarifying the experiment section for better readability, which would help in evaluating the method's advantages over the compared methods.",xFRsZBz39yj
Results do not show significant improvement over baselines.,"While the results show improvement over baselines, the extent of the improvement could be more substantial to highlight the method's advantages.",HJenDaCGcN
Computing CMD and wasserstein barycenters is not trivial and can be inefficient.,The computation of CMD and Wasserstein barycenters may require optimization to enhance efficiency and ease of use.,HJenDaCGcN
"For this method to be practically useful (and see wide adoption), I believe there has to be a compelling use case for using distributional estimates as oppose to standard point estimates, which isn't demonstrated in the paper.","To encourage practical utility and broader adoption, the paper could further demonstrate compelling use cases for distributional estimates over standard point estimates.",HJenDaCGcN
"From a technical novelty/innovation perspective, there is very little that is conceptually new.","While the paper builds upon existing models, further elaboration on the unique contributions and innovations of the DART model would enhance the paper's impact in the field.",HQ0eU9uYqir
"However, once we consider that some of the numbers are quite off from literature, how good DART is seems even more suspect.",It would be beneficial to reconcile the discrepancies with the literature to strengthen the credibility of DART's performance claims.,HQ0eU9uYqir
The paper fails to give detail about why and how the visual inspection is introduced.,The paper could provide more detail on the introduction and rationale behind the visual inspection process.,3WmZtXlhIq
I do not see a strong motivation to add human interaction to augment the dataset.,It would be beneficial if the paper could further clarify the motivation for incorporating human interaction in the dataset augmentation process.,3WmZtXlhIq
